ID,y
734,111.284134
738,93.109
745,105.77708
746,92.15469
751,78.32542
754,95.661705
756,98.7525
758,98.195435
759,109.17028
761,118.18036
766,99.50004
767,107.34953
768,89.17661
769,112.911446
770,98.193146
771,83.31779
772,107.36411
773,96.21149
774,103.235214
776,110.07897
777,104.70791
780,113.7457
782,105.41688
787,102.808014
788,94.92205
792,91.33208
793,114.46195
798,108.507416
800,91.374886
806,108.89829
809,110.86819
811,106.92515
812,96.42604
814,117.34377
816,107.354256
817,94.0744
818,108.49234
820,100.08517
823,94.990585
829,94.16779
830,112.516174
831,92.319275
834,109.91803
839,103.430214
841,83.820114
844,104.75572
845,94.8684
848,91.33162
850,115.77617
851,106.97684
852,97.53066
854,93.16536
855,105.004036
856,108.98242
859,101.931725
861,103.235214
864,92.90147
865,103.883575
866,92.1429
867,98.3096
869,96.75328
871,92.78906
872,108.89829
882,102.5568
883,93.46016
885,95.145905
888,98.39171
893,107.09463
901,108.07722
903,104.85286
904,93.317825
905,108.05599
910,100.008224
911,112.70445
914,110.88593
918,107.51781
921,92.45725
928,96.910706
929,108.81488
932,103.13728
933,95.83488
934,100.008224
935,109.03773
937,79.89164
939,94.48211
940,106.2289
941,99.33122
942,105.64691
943,92.76766
944,105.11287
947,108.89829
949,109.378235
951,102.46194
952,94.93333
953,104.85286
954,77.089516
957,110.125755
959,90.23884
960,110.61952
963,117.34377
965,108.89829
967,108.79034
971,94.7711
972,77.67048
973,91.9498
974,110.62925
975,99.44572
978,107.61071
980,96.8073
981,93.997925
984,110.13843
986,100.008224
988,89.17661
989,106.75067
990,106.829735
992,108.07722
996,103.62114
999,109.26264
1000,103.86732
1001,103.883575
1002,90.577774
1003,110.07897
1004,90.69863
1008,110.13785
1009,103.30134
1010,106.97144
1012,109.981476
1013,96.138885
1014,108.00285
1015,94.54947
1016,117.06263
1019,94.08718
1020,107.59545
1021,100.008224
1022,98.28386
1024,100.008224
1025,92.57189
1027,95.19563
1028,109.849045
1029,98.09864
1030,99.80531
1033,110.10369
1036,102.410164
1037,107.970825
1038,91.52215
1042,94.48211
1043,106.11946
1044,96.125656
1045,110.493225
1047,114.71983
1050,94.58937
1051,108.531105
1054,94.69402
1056,93.997925
1057,95.16569
1059,93.8174
1062,105.65427
1063,100.62505
1064,93.997925
1066,94.31422
1070,112.7149
1076,110.26581
1077,99.10269
1078,111.34138
1080,108.22388
1082,100.84473
1083,98.863335
1089,105.76428
1091,98.39171
1093,96.08329
1097,94.6041
1099,96.585266
1101,100.008224
1103,99.914696
1104,111.321846
1106,106.05562
1109,93.66351
1110,110.304054
1111,106.80475
1112,110.46843
1114,94.51586
1116,96.00287
1117,109.04157
1120,100.71325
1124,111.0809
1125,94.78287
1126,113.31343
1134,107.25418
1137,90.83543
1138,111.50312
1144,110.70281
1145,94.90732
1146,92.7227
1148,100.36315
1150,98.6433
1152,104.75572
1153,101.888725
1154,106.62689
1155,95.890816
1157,98.45587
1162,97.30732
1165,110.886826
1166,97.00719
1167,101.63247
1168,103.560295
1169,102.47755
1171,118.81992
1172,102.9931
1173,102.47755
1174,97.663
1176,106.733536
1177,108.21637
1178,95.99039
1182,111.84323
1186,102.08219
1187,104.88335
1188,92.10284
1189,113.667404
1191,106.45327
1192,96.31264
1197,112.3827
1198,94.58953
1200,79.28576
1201,93.84186
1203,97.89797
1209,117.34377
1214,107.57787
1218,111.425446
1222,100.0788
1226,97.2663
1228,97.00799
1230,102.68659
1232,79.12565
1233,108.07037
1236,112.88561
1238,100.85491
1241,110.70281
1244,98.984955
1246,102.9828
1247,99.863556
1250,104.162704
1251,99.51528
1254,105.30269
1255,98.666504
1256,109.69677
1257,98.331505
1258,111.210266
1259,111.52014
1260,94.14062
1263,111.91314
1267,79.85851
1268,109.62972
1271,98.080765
1272,107.49931
1274,105.19112
1275,97.30732
1276,108.93579
1277,90.89472
1279,92.7227
1281,98.20254
1282,92.10284
1283,106.09313
1285,105.244896
1286,93.98288
1289,112.35098
1296,97.828094
1299,101.53686
1301,103.62114
1306,89.584274
1307,95.26454
1308,94.70216
1313,108.93579
1314,95.5377
1315,110.304054
1316,93.41494
1317,108.04471
1319,92.454094
1323,106.71633
1324,108.7825
1325,96.27912
1328,103.014206
1329,92.15158
1330,103.235214
1331,100.262985
1332,104.92364
1337,101.25328
1338,99.16529
1339,91.422775
1340,101.639885
1343,108.555626
1347,110.3582
1348,97.341324
1349,107.98862
1352,94.38702
1354,103.434
1359,111.95045
1360,101.274155
1363,108.20366
1364,99.50596
1365,103.45789
1366,101.237854
1372,98.66392
1375,100.12179
1376,97.896095
1378,96.6455
1379,108.80737
1380,101.247955
1381,101.713036
1384,109.36948
1387,100.5071
1388,106.718094
1392,75.86865
1394,102.304016
1395,94.575516
1396,109.42404
1398,96.90723
1399,109.42404
1400,91.91711
1401,92.96024
1403,101.41576
1404,98.29083
1406,109.42404
1407,94.33889
1408,111.876854
1410,80.51207
1412,109.25909
1413,93.9179
1415,97.83639
1420,111.876854
1422,110.54406
1423,100.536995
1424,111.876854
1425,98.16023
1426,80.51207
1427,102.37693
1429,94.967514
1430,108.1076
1431,103.0382
1432,101.10358
1434,109.517105
1437,94.15144
1438,104.890434
1440,109.76552
1441,106.05276
1442,95.76945
1444,107.14229
1445,96.71351
1446,105.42142
1448,93.64316
1453,93.33456
1454,109.25909
1455,93.31011
1456,107.031586
1458,109.25909
1459,94.90095
1461,97.49524
1465,100.5071
1466,110.65807
1469,106.88924
1472,93.33456
1474,97.10317
1477,108.34299
1479,108.27195
1482,109.018295
1483,77.95217
1487,95.50387
1488,105.20112
1490,115.17092
1492,105.39658
1494,116.85793
1496,98.92047
1497,98.61534
1499,103.839165
1502,93.69613
1507,102.70179
1508,94.38702
1509,103.150085
1511,93.11601
1512,107.6562
1513,117.016975
1514,99.534065
1518,112.55608
1519,92.014496
1522,111.29608
1524,78.30176
1527,95.76945
1529,95.27887
1532,106.39418
1536,113.01461
1537,117.061066
1539,102.09314
1542,111.38322
1543,97.896095
1544,105.10032
1545,80.29607
1550,94.85388
1551,103.397026
1554,113.67083
1556,109.337776
1559,94.8326
1560,78.17649
1562,99.4451
1566,92.04327
1567,111.67383
1569,104.79126
1570,110.25983
1571,108.62591
1574,94.38702
1578,106.822945
1580,93.85885
1583,104.79722
1584,94.38702
1585,106.85129
1586,103.94736
1587,112.53607
1588,96.13281
1590,115.657524
1592,104.40163
1596,95.823494
1598,105.290886
1599,95.90948
1604,108.832375
1606,102.465645
1607,93.9179
1608,99.18767
1609,117.08967
1611,96.6296
1613,96.248276
1616,98.67124
1619,108.471344
1620,94.477905
1621,112.07694
1622,99.15769
1625,109.29178
1627,117.08967
1629,102.47765
1634,98.18597
1636,95.445274
1638,108.66254
1639,97.58616
1641,101.37775
1643,94.97341
1644,102.23019
1645,117.48001
1646,105.593475
1647,111.86616
1648,95.94398
1652,93.85885
1653,113.52651
1656,95.4724
1658,95.90948
1659,108.75328
1661,102.42434
1663,93.9179
1664,104.73824
1665,95.60601
1666,109.337776
1667,100.54702
1668,78.98234
1669,101.92537
1670,95.24153
1672,112.78688
1674,104.38507
1677,105.20112
1678,92.75165
1679,111.149216
1680,101.62186
1683,110.283554
1686,104.19167
1687,110.3575
1689,106.41924
1690,97.16837
1691,115.68179
1692,113.630325
1693,94.38702
1695,96.42914
1696,93.33456
1697,108.78639
1700,109.337776
1701,97.60877
1702,112.53607
1703,92.52288
1704,105.37813
1706,95.18131
1707,109.160904
1708,97.471146
1710,92.870346
1711,106.05503
1713,101.31271
1717,109.468605
1719,106.822945
1720,96.65777
1722,95.73189
1725,104.63655
1726,96.60445
1727,101.3512
1729,105.54031
1730,91.57129
1731,106.96615
1733,109.337776
1734,94.71352
1735,110.54406
1738,96.248276
1742,102.79667
1745,104.38507
1747,95.76447
1749,100.577034
1751,97.723076
1752,78.01095
1753,104.45481
1754,95.942345
1755,94.70186
1756,102.040535
1758,106.333534
1759,92.84144
1760,106.57527
1761,108.265564
1762,92.24441
1763,105.93647
1764,108.84701
1766,102.0142
1768,92.98965
1769,80.4455
1771,106.63171
1772,97.66668
1773,109.12322
1774,99.099976
1775,108.37993
1777,111.39281
1779,92.84144
1780,106.61674
1787,92.52288
1788,95.13435
1790,95.91411
1796,112.761215
1801,91.364075
1803,94.16635
1807,112.10253
1809,106.24333
1812,98.06341
1813,108.65195
1814,101.95732
1815,110.060616
1816,96.00912
1818,93.32347
1820,92.51457
1821,115.67259
1822,95.35777
1825,96.43599
1826,106.8773
1828,96.2603
1831,103.55537
1836,101.155525
1837,95.73737
1841,97.10317
1844,103.63597
1848,91.65118
1851,102.09314
1852,93.93157
1853,94.186104
1854,97.788704
1856,103.546814
1859,106.24333
1860,98.48549
1861,78.1793
1863,110.09711
1865,96.82883
1866,104.31045
1867,95.658356
1868,92.84619
1872,95.81884
1879,97.64764
1880,107.05161
1882,97.70108
1885,110.20695
1887,104.55032
1888,95.171295
1890,103.93318
1894,96.83795
1895,103.08872
1896,93.586716
1897,108.43637
1900,109.76047
1901,94.8326
1902,107.22199
1905,99.41662
1906,108.28008
1912,106.62524
1915,96.50533
1916,107.280075
1917,94.02525
1918,104.535416
1920,78.48613
1923,100.706276
1924,103.19981
1925,96.60445
1930,117.08967
1932,111.74692
1933,111.53413
1934,110.221695
1935,94.6458
1940,80.51207
1941,97.795685
1942,114.97275
1943,103.04855
1944,93.16886
1945,102.00514
1948,117.061066
1949,92.48784
1952,99.30448
1954,94.33006
1955,115.30064
1958,96.33976
1959,84.20554
1960,105.93647
1963,96.11305
1965,102.856735
1968,103.15161
1969,99.50596
1971,96.26964
1972,111.2235
1973,93.42659
1975,92.04643
1977,101.41099
1978,96.56303
1979,108.82856
1981,92.86482
1982,110.03299
1987,110.75269
1988,92.04327
1993,103.776855
1997,93.14179
1999,95.982635
2001,96.19132
2002,115.402016
2003,101.94577
2004,78.14941
2006,111.240486
2007,94.15815
2009,106.68315
2010,93.83944
2013,102.6058
2018,78.5811
2022,99.11384
2024,106.38396
2025,97.60041
2026,104.36017
2030,106.37339
2031,95.64845
2032,106.62524
2033,96.22388
2035,99.18656
2036,112.95556
2037,93.4944
2040,95.76187
2043,108.658356
2044,128.4469
2046,106.46018
2054,109.363846
2055,95.55101
2056,106.61674
2059,94.62644
2060,94.8326
2062,92.40091
2063,108.5206
2066,96.83795
2067,114.84624
2072,100.91971
2073,107.33901
2074,109.47682
2075,100.280304
2076,96.66795
2080,96.20027
2082,94.8326
2085,99.87745
2087,107.768684
2091,107.49276
2092,96.17794
2093,106.61674
2098,101.00977
2101,105.93647
2102,93.17101
2103,80.51207
2105,104.05305
2106,93.30932
2107,100.9243
2110,96.85034
2114,98.7737
2115,112.9537
2117,87.12494
2118,96.7832
2119,106.06729
2120,96.83567
2122,103.032394
2123,112.85975
2126,94.667984
2127,107.35571
2128,97.87743
2129,108.08943
2132,110.54831
2135,105.73791
2138,103.49121
2139,117.08967
2141,111.2905
2142,95.04339
2146,97.55492
2151,110.535
2157,105.29539
2159,100.862785
2162,92.98752
2164,117.005455
2167,95.088585
2168,110.52211
2171,98.1145
2173,95.39921
2174,104.63828
2175,95.77961
2178,93.87132
2180,96.59214
2185,110.79332
2189,94.18364
2190,112.130615
2192,103.22452
2194,112.688774
2200,104.65854
2201,98.6703
2203,108.52403
2204,97.506966
2205,110.24497
2209,109.95795
2213,103.32247
2214,94.31817
2215,108.60486
2216,98.726974
2218,94.83414
2219,110.05558
2220,101.649315
2222,96.09593
2223,104.54246
2225,110.31096
2226,94.917755
2230,101.19393
2233,112.048996
2234,106.849686
2235,97.506966
2236,77.141716
2237,92.29969
2240,116.495285
2241,95.99824
2248,104.193985
2249,96.691154
2250,101.30102
2252,110.54547
2253,99.77056
2254,111.37274
2256,79.519165
2258,94.60512
2259,101.89588
2262,96.894905
2265,94.11389
2266,103.731575
2269,99.66379
2271,103.88984
2273,94.99145
2274,108.99644
2275,98.45599
2277,98.70922
2279,97.506966
2280,76.930534
2282,96.59214
2283,102.30789
2288,96.54508
2289,106.634834
2291,96.023224
2292,117.64371
2297,109.28988
2298,106.051216
2299,98.656075
2300,111.42063
2301,92.734375
2304,94.32155
2305,101.38512
2306,96.894905
2308,94.416306
2309,100.71928
2311,104.76364
2312,100.175705
2316,103.14993
2321,103.975075
2322,106.52742
2325,106.24174
2326,93.86954
2329,117.64371
2330,99.21995
2331,101.56952
2332,110.97538
2333,96.894905
2334,104.4378
2335,110.73764
2337,105.682915
2338,106.49244
2340,110.97538
2342,95.716194
2345,92.68983
2349,94.86795
2351,78.34383
2352,95.49442
2354,109.29801
2355,112.62602
2357,110.31096
2358,96.25283
2360,95.327385
2361,109.29801
2364,95.65835
2366,99.06781
2369,98.37522
2370,95.54821
2371,111.638466
2373,102.254456
2374,105.65048
2376,112.53607
2378,106.873245
2382,103.44191
2383,93.550606
2386,107.65523
2387,99.97912
2389,98.51037
2390,104.79365
2392,93.8487
2398,110.97538
2399,94.88288
2400,99.282326
2401,110.2839
2402,96.72259
2404,99.66091
2407,99.32262
2408,100.452225
2409,104.8885
2412,86.38121
2413,101.605835
2415,94.58188
2420,101.7496
2422,99.525375
2423,103.39737
2426,93.88247
2432,98.73581
2434,92.305
2435,95.72739
2436,109.389366
2438,106.083115
2440,105.944954
2443,101.31477
2444,91.70359
2447,104.193985
2450,94.79138
2454,104.00677
2455,108.54934
2459,96.894905
2460,102.65493
2463,97.35365
2465,93.74525
2468,80.51207
2469,97.16466
2474,95.41854
2478,95.51885
2480,90.614395
2481,116.495285
2489,96.59214
2490,101.46939
2492,94.6458
2496,96.894905
2497,99.86797
2500,95.69593
2505,95.818825
2507,99.39631
2508,110.24497
2509,95.00477
2510,77.33825
2513,91.4543
2515,96.59214
2518,93.550606
2519,104.028725
2520,93.550606
2521,107.78067
2523,100.47743
2525,96.78521
2529,110.24497
2530,97.000114
2533,105.27122
2535,92.28165
2538,99.40146
2544,106.78418
2553,110.54408
2556,94.06273
2558,92.744736
2559,111.48165
2560,94.47829
2561,108.76855
2562,97.79374
2563,106.967285
2564,91.501686
2565,112.78068
2567,99.347374
2572,94.365074
2575,97.34225
2576,113.25401
2577,96.91122
2578,97.56088
2579,108.67659
2580,93.86552
2582,103.46568
2583,92.92578
2587,90.87987
2589,109.236755
2590,96.59209
2591,110.24497
2594,97.80615
2597,96.651375
2598,105.0653
2599,95.66201
2600,100.139854
2602,115.619606
2603,94.365074
2604,97.628075
2606,99.651955
2607,78.01095
2608,100.83152
2613,110.24497
2614,102.300415
2615,111.14136
2617,108.81035
2620,100.94734
2623,107.82406
2624,99.366806
2627,110.24497
2629,78.01095
2630,94.906425
2632,102.17231
2636,96.01292
2639,105.49883
2640,108.38031
2642,110.24497
2644,107.12719
2646,99.62736
2647,97.47468
2649,94.04853
2650,102.80935
2652,108.485886
2653,97.8746
2655,101.44938
2657,111.707054
2659,107.40574
2662,93.38459
2663,116.495285
2664,96.19497
2665,101.985176
2670,98.5089
2671,108.1913
2672,91.32484
2675,108.485886
2677,109.60389
2679,99.37184
2683,108.10824
2684,97.610985
2685,104.93156
2688,108.01453
2689,103.81848
2690,102.942764
2693,103.347
2694,107.90256
2697,104.05054
2699,96.35317
2703,95.30645
2705,107.107635
2709,84.11946
2710,95.306465
2711,108.35849
2712,97.45884
2713,98.23994
2714,109.00893
2715,98.014366
2717,94.04539
2718,110.46846
2720,107.42974
2721,96.52048
2726,102.287224
2728,91.86901
2731,104.010124
2732,109.856674
2734,95.796074
2736,103.4839
2737,96.51907
2738,104.3854
2739,100.65616
2746,95.04506
2749,105.72755
2751,117.65985
2752,101.60265
2753,97.248924
2757,101.77915
2758,95.709984
2759,109.80922
2760,104.42941
2762,110.57338
2764,93.64088
2765,108.064064
2769,106.8722
2771,105.99919
2774,94.078186
2776,93.53236
2777,99.36681
2778,95.66625
2779,105.961494
2782,91.61733
2784,94.36017
2787,95.08941
2789,96.95812
2792,96.97836
2798,95.08372
2799,101.34625
2800,96.38613
2801,77.65942
2802,95.36925
2804,97.29812
2807,103.45789
2808,100.271065
2809,101.14107
2811,117.06613
2812,95.41868
2814,94.13484
2816,99.07968
2817,109.04653
2818,99.49711
2820,101.63288
2821,84.3071
2822,97.451416
2823,110.54152
2824,96.7547
2826,98.39792
2829,96.44013
2834,97.10524
2835,79.22169
2838,95.000694
2839,108.32505
2840,92.43424
2841,105.21718
2842,96.894905
2846,113.14699
2848,100.65288
2849,94.072754
2850,109.00893
2851,93.15841
2853,96.15762
2854,110.24497
2858,101.40328
2861,103.72127
2864,94.6458
2865,116.495285
2866,103.19879
2867,92.50377
2868,113.89439
2870,108.1196
2877,102.87308
2878,110.24497
2880,112.7865
2882,78.110634
2883,97.460335
2884,104.05538
2885,97.64745
2887,96.59214
2888,108.55678
2889,91.77501
2890,105.42142
2891,103.510216
2892,117.15493
2893,93.75253
2898,107.19266
2899,98.020775
2900,109.29034
2901,93.64435
2909,105.34288
2910,111.62041
2911,118.330956
2913,97.69145
2914,104.557205
2918,98.0032
2919,107.81211
2920,92.38849
2921,110.24497
2922,100.14723
2923,102.17452
2925,102.75599
2926,93.86552
2927,110.095634
2929,113.663345
2933,95.253006
2934,106.49572
2936,101.56508
2941,97.78625
2942,96.49855
2943,109.20782
2945,102.46221
2950,95.44413
2951,108.15358
2953,106.75428
2954,99.81028
2955,106.55478
2956,100.8728
2960,105.05642
2962,97.06554
2963,104.13609
2964,105.939964
2966,76.930534
2967,96.0825
2968,97.60422
2969,91.6798
2971,92.2429
2972,108.502365
2974,95.32354
2975,106.60536
2977,116.85793
2980,108.45238
2981,90.10164
2983,98.05894
2984,99.58148
2985,117.64371
2986,97.07401
2987,108.502365
2989,97.03506
2990,107.98972
2991,115.4134
2992,80.4455
2995,104.05054
2996,98.65869
3002,110.96388
3004,108.58398
3005,118.30901
3006,95.86811
3010,98.15525
3011,104.268265
3014,93.86552
3015,95.4931
3016,94.10264
3017,100.4497
3018,94.10155
3021,103.089836
3024,105.0653
3028,97.16578
3030,94.8326
3032,93.79414
3039,95.05867
3040,103.65818
3041,98.38924
3043,107.82154
3044,113.303085
3046,105.30098
3055,96.47656
3056,109.18068
3058,93.37659
3059,106.79183
3061,117.061066
3063,105.833115
3066,95.08085
3067,105.0653
3068,77.416824
3069,96.52048
3072,116.53833
3073,112.78688
3074,95.82194
3077,97.057686
3082,101.239296
3084,104.05054
3085,102.341675
3088,107.12719
3091,96.8807
3092,111.573006
3093,99.77129
3094,104.010124
3096,110.221695
3097,91.512375
3098,78.51263
3102,116.762535
3106,93.22641
3109,95.53811
3111,94.304565
3112,118.30901
3113,97.18649
3115,100.91971
3116,105.66519
3117,97.147
3121,103.56937
3122,94.873955
3123,95.63898
3124,101.37806
3125,94.10264
3126,100.45431
3127,115.68179
3129,92.788795
3130,114.12473
3132,106.43265
3134,107.870415
3135,104.83307
3137,76.39813
3138,120.01866
3140,106.411514
3144,105.40295
3145,104.79373
3146,111.14136
3147,95.2046
3148,103.522644
3149,105.84216
3150,111.76617
3151,96.677124
3152,96.50306
3155,101.674255
3156,109.00893
3159,92.97576
3161,98.72707
3162,107.727585
3163,95.946526
3165,102.16123
3172,103.25833
3173,99.11392
3176,92.38565
3177,107.20108
3179,106.60536
3183,93.83668
3186,94.94002
3187,98.73164
3189,106.23824
3190,97.37726
3192,115.68179
3193,103.25833
3194,112.94508
3197,95.53786
3198,96.189545
3200,101.1729
3201,118.19111
3202,96.189545
3204,95.818825
3205,93.138084
3206,105.32439
3208,104.68136
3210,102.88691
3211,100.31472
3212,117.061066
3213,97.856285
3214,104.922226
3216,105.42142
3219,93.785995
3220,110.849815
3221,97.18649
3226,108.02652
3227,105.642624
3228,98.097374
3229,98.52638
3232,80.51207
3233,94.50647
3234,96.53999
3236,99.04145
3238,110.67849
3239,109.28239
3240,93.498566
3247,109.051605
3249,104.87741
3252,110.81661
3253,98.527145
3254,104.48668
3255,99.59651
3256,109.59548
3257,95.26507
3262,104.12981
3263,108.485886
3264,100.8728
3266,112.386
3267,101.46909
3269,98.20002
3272,117.64371
3274,95.53786
3275,105.45547
3277,101.860596
3279,99.131325
3280,107.03426
3283,95.23748
3285,96.59214
3287,103.48652
3288,105.0653
3290,100.09805
3291,92.18027
3298,108.15965
3299,95.82554
3302,106.87889
3303,94.51708
3304,104.14804
3307,94.48249
3309,98.01103
3314,76.99683
3316,111.20507
3317,98.151924
3319,95.92668
3320,108.06314
3321,95.44703
3322,102.86853
3324,93.375206
3326,95.10731
3329,100.09894
3330,91.501686
3331,111.240486
3335,117.15493
3337,96.635605
3338,98.90989
3339,98.09016
3340,111.92814
3341,96.930336
3343,94.09935
3346,92.66956
3348,92.83135
3351,105.0653
3352,117.85685
3355,91.96834
3356,110.84077
3358,105.04477
3359,93.692986
3360,101.78638
3371,96.64524
3372,95.94707
3374,96.805756
3377,107.62627
3378,92.577644
3380,107.00732
3382,100.73738
3386,96.88707
3389,101.99223
3391,106.32357
3393,96.614235
3394,107.096176
3395,93.767876
3397,110.24497
3398,103.05713
3399,83.03026
3400,95.2014
3404,104.79846
3407,111.01854
3409,101.201775
3419,101.69366
3421,98.46226
3425,94.70007
3427,80.80757
3428,117.64371
3429,107.843155
3431,96.0561
3435,93.6073
3436,109.2508
3439,97.4446
3441,100.9856
3442,117.64371
3443,102.037506
3444,105.32628
3445,94.062614
3446,106.22584
3449,94.8326
3453,97.363464
3457,101.004974
3460,103.4839
3461,106.18235
3462,93.39151
3464,105.833115
3465,77.416824
3466,96.77324
3467,104.71275
3468,97.43384
3469,102.53029
3470,95.31692
3472,110.24497
3473,99.25584
3475,94.269936
3476,109.05173
3478,106.481926
3479,94.86794
3483,95.17193
3484,107.30347
3485,101.26389
3487,94.39085
3488,108.209366
3496,111.19276
3497,100.45264
3499,103.0382
3500,77.00155
3501,97.458115
3504,93.38012
3508,101.66142
3511,95.64601
3512,108.89655
3515,92.18875
3517,95.48509
3518,96.705505
3526,107.83636
3528,113.68578
3529,99.75517
3530,116.40356
3531,92.51792
3532,104.354866
3533,96.15288
3534,95.115906
3535,77.40855
3536,99.250114
3537,111.0301
3538,92.34219
3539,102.5622
3540,102.900635
3545,107.377426
3546,92.29156
3550,107.55652
3551,103.96631
3553,96.43109
3554,103.4839
3557,92.22725
3558,108.97902
3559,94.8326
3561,92.44069
3562,110.24497
3563,96.266846
3564,105.0653
3565,94.062614
3567,94.68021
3571,105.0653
3572,97.918205
3574,109.90383
3576,96.15119
3577,106.55707
3578,95.27007
3579,94.28586
3583,95.15856
3585,103.620186
3586,106.19376
3587,112.761215
3593,94.0834
3594,104.23943
3595,95.12572
3599,95.80837
3600,105.64248
3601,110.24497
3602,94.8326
3604,99.144066
3609,118.18248
3610,106.34121
